t	PopSize	m_Het	s2_Het	n_Het
0	100	9.950000e-01	2.125005e-13	5000
1	100	9.812386e-01	6.541138e-07	5000
2	100	9.678065e-01	1.161458e-05	5000
3	100	9.545985e-01	4.460757e-05	5000
4	100	9.414889e-01	1.096230e-04	5000
5	100	9.283013e-01	2.089325e-04	5000
6	100	9.155923e-01	3.493279e-04	5000
7	100	9.033234e-01	5.078322e-04	5000
8	100	8.907848e-01	7.299987e-04	5000
9	100	8.787778e-01	9.891811e-04	5000
10	100	8.663246e-01	1.341440e-03	5000
11	100	8.542701e-01	1.702623e-03	5000
12	100	8.424042e-01	2.119122e-03	5000
13	100	8.306073e-01	2.620206e-03	5000
14	100	8.193407e-01	3.107069e-03	5000
15	100	8.082825e-01	3.602020e-03	5000
16	100	7.967046e-01	4.168092e-03	5000
17	100	7.862324e-01	4.628913e-03	5000
18	100	7.750245e-01	5.283194e-03	5000
19	100	7.645549e-01	5.768900e-03	5000
20	100	7.538966e-01	6.650269e-03	5000
21	100	7.439615e-01	7.433687e-03	5000
22	100	7.333387e-01	8.084487e-03	5000
23	100	7.234031e-01	8.954683e-03	5000
24	100	7.136018e-01	9.611110e-03	5000
25	100	7.049491e-01	1.035216e-02	5000
26	100	6.955372e-01	1.115073e-02	5000
27	100	6.862417e-01	1.190027e-02	5000
28	100	6.772192e-01	1.269675e-02	5000
29	100	6.679543e-01	1.363622e-02	5000
30	100	6.586863e-01	1.441125e-02	5000
31	100	6.490364e-01	1.532955e-02	5000
32	100	6.404699e-01	1.605521e-02	5000
33	100	6.315934e-01	1.721809e-02	5000
34	100	6.223822e-01	1.812735e-02	5000
35	100	6.147461e-01	1.883660e-02	5000
36	100	6.068535e-01	1.972466e-02	5000
37	100	5.996132e-01	2.025983e-02	5000
38	100	5.912592e-01	2.141065e-02	5000
39	100	5.830241e-01	2.231241e-02	5000
40	100	5.756373e-01	2.332119e-02	5000
41	100	5.686175e-01	2.425330e-02	5000
42	100	5.612626e-01	2.497152e-02	5000
43	100	5.536646e-01	2.592603e-02	5000
44	100	5.463810e-01	2.671360e-02	5000
45	100	5.389234e-01	2.766678e-02	5000
46	100	5.311864e-01	2.827339e-02	5000
47	100	5.241198e-01	2.939306e-02	5000
48	100	5.161216e-01	3.022523e-02	5000
49	100	5.095153e-01	3.077009e-02	5000
50	100	5.025973e-01	3.147778e-02	5000
51	100	4.958737e-01	3.211818e-02	5000
52	100	4.890901e-01	3.279299e-02	5000
53	100	4.823441e-01	3.339823e-02	5000
54	100	4.756640e-01	3.432046e-02	5000
55	100	4.693474e-01	3.519715e-02	5000
56	100	4.628628e-01	3.577931e-02	5000
57	100	4.566260e-01	3.652839e-02	5000
58	100	4.500667e-01	3.728305e-02	5000
59	100	4.434764e-01	3.825061e-02	5000
60	100	4.380175e-01	3.883256e-02	5000
61	100	4.302497e-01	3.931715e-02	5000
62	100	4.250811e-01	3.970302e-02	5000
63	100	4.187128e-01	4.039270e-02	5000
64	100	4.124345e-01	4.115701e-02	5000
65	100	4.057659e-01	4.179375e-02	5000
66	100	4.002401e-01	4.231609e-02	5000
67	100	3.951281e-01	4.264813e-02	5000
68	100	3.901310e-01	4.281358e-02	5000
69	100	3.859459e-01	4.337047e-02	5000
70	100	3.808338e-01	4.373957e-02	5000
71	100	3.761632e-01	4.403122e-02	5000
72	100	3.698537e-01	4.456240e-02	5000
73	100	3.656831e-01	4.469230e-02	5000
74	100	3.602753e-01	4.511756e-02	5000
75	100	3.561060e-01	4.548734e-02	5000
76	100	3.514922e-01	4.574693e-02	5000
77	100	3.460852e-01	4.602236e-02	5000
78	100	3.419005e-01	4.628268e-02	5000
79	100	3.375709e-01	4.630526e-02	5000
80	100	3.337500e-01	4.646488e-02	5000
81	100	3.295412e-01	4.632456e-02	5000
82	100	3.256187e-01	4.643461e-02	5000
83	100	3.212964e-01	4.667271e-02	5000
84	100	3.171693e-01	4.705968e-02	5000
85	100	3.117346e-01	4.714256e-02	5000
86	100	3.077846e-01	4.719884e-02	5000
87	100	3.025915e-01	4.723806e-02	5000
88	100	2.982636e-01	4.717754e-02	5000
89	100	2.937694e-01	4.714061e-02	5000
90	100	2.901406e-01	4.748229e-02	5000
91	100	2.862193e-01	4.765366e-02	5000
92	100	2.821441e-01	4.785457e-02	5000
93	100	2.784373e-01	4.828688e-02	5000
94	100	2.739266e-01	4.801295e-02	5000
95	100	2.697264e-01	4.801802e-02	5000
96	100	2.663940e-01	4.801733e-02	5000
97	100	2.629392e-01	4.787824e-02	5000
98	100	2.585061e-01	4.776554e-02	5000
99	100	2.550683e-01	4.779882e-02	5000
100	100	2.519869e-01	4.770679e-02	5000
101	100	2.485529e-01	4.752811e-02	5000
102	100	2.445151e-01	4.738043e-02	5000
103	100	2.413154e-01	4.728825e-02	5000
104	100	2.387163e-01	4.734889e-02	5000
105	100	2.346644e-01	4.696223e-02	5000
106	100	2.315415e-01	4.659143e-02	5000
107	100	2.286741e-01	4.658832e-02	5000
108	100	2.250171e-01	4.652288e-02	5000
109	100	2.217701e-01	4.627399e-02	5000
110	100	2.184091e-01	4.633096e-02	5000
111	100	2.147436e-01	4.608206e-02	5000
112	100	2.121573e-01	4.616824e-02	5000
113	100	2.096757e-01	4.609522e-02	5000
114	100	2.065028e-01	4.569288e-02	5000
115	100	2.031024e-01	4.527704e-02	5000
116	100	2.002247e-01	4.514291e-02	5000
117	100	1.969839e-01	4.495121e-02	5000
118	100	1.948877e-01	4.506345e-02	5000
119	100	1.918628e-01	4.454504e-02	5000
120	100	1.893855e-01	4.430126e-02	5000
121	100	1.858977e-01	4.411612e-02	5000
122	100	1.828742e-01	4.376516e-02	5000
123	100	1.803218e-01	4.343651e-02	5000
124	100	1.771581e-01	4.323222e-02	5000
125	100	1.745096e-01	4.318007e-02	5000
126	100	1.724142e-01	4.305018e-02	5000
127	100	1.701728e-01	4.263576e-02	5000
128	100	1.680076e-01	4.243093e-02	5000
129	100	1.658645e-01	4.220700e-02	5000
130	100	1.636677e-01	4.163647e-02	5000
131	100	1.621081e-01	4.150764e-02	5000
132	100	1.600093e-01	4.121488e-02	5000
133	100	1.572938e-01	4.083315e-02	5000
134	100	1.556891e-01	4.067390e-02	5000
135	100	1.533089e-01	4.037554e-02	5000
136	100	1.516918e-01	4.020257e-02	5000
137	100	1.491451e-01	3.965375e-02	5000
138	100	1.470350e-01	3.936095e-02	5000
139	100	1.446761e-01	3.894172e-02	5000
140	100	1.426966e-01	3.889021e-02	5000
141	100	1.409117e-01	3.858797e-02	5000
142	100	1.390971e-01	3.823452e-02	5000
143	100	1.372790e-01	3.797897e-02	5000
144	100	1.354222e-01	3.756492e-02	5000
145	100	1.328121e-01	3.728541e-02	5000
146	100	1.307830e-01	3.691279e-02	5000
147	100	1.295070e-01	3.687898e-02	5000
148	100	1.287539e-01	3.683075e-02	5000
149	100	1.269630e-01	3.640867e-02	5000
150	100	1.250925e-01	3.602645e-02	5000
151	100	1.231703e-01	3.577384e-02	5000
152	100	1.210866e-01	3.516076e-02	5000
153	100	1.186670e-01	3.461355e-02	5000
154	100	1.169336e-01	3.423760e-02	5000
155	100	1.150356e-01	3.382279e-02	5000
156	100	1.134954e-01	3.363405e-02	5000
157	100	1.117668e-01	3.320264e-02	5000
158	100	1.102860e-01	3.284988e-02	5000
159	100	1.091192e-01	3.264687e-02	5000
160	100	1.074502e-01	3.234503e-02	5000
161	100	1.057214e-01	3.191126e-02	5000
162	100	1.039912e-01	3.151282e-02	5000
163	100	1.020198e-01	3.104264e-02	5000
164	100	1.005948e-01	3.064556e-02	5000
165	100	9.925281e-02	3.046944e-02	5000
166	100	9.803712e-02	3.027061e-02	5000
167	100	9.713747e-02	3.002713e-02	5000
168	100	9.611635e-02	2.989053e-02	5000
169	100	9.486099e-02	2.959030e-02	5000
170	100	9.288265e-02	2.910491e-02	5000
171	100	9.172941e-02	2.887514e-02	5000
172	100	9.081295e-02	2.871163e-02	5000
173	100	8.928375e-02	2.814341e-02	5000
174	100	8.778829e-02	2.784028e-02	5000
175	100	8.646617e-02	2.736025e-02	5000
176	100	8.521876e-02	2.700098e-02	5000
177	100	8.399723e-02	2.686501e-02	5000
178	100	8.297160e-02	2.667242e-02	5000
179	100	8.220767e-02	2.652152e-02	5000
180	100	8.152930e-02	2.637258e-02	5000
181	100	8.040049e-02	2.607461e-02	5000
182	100	7.895968e-02	2.562637e-02	5000
183	100	7.780152e-02	2.532571e-02	5000
184	100	7.690959e-02	2.508346e-02	5000
185	100	7.546713e-02	2.479533e-02	5000
186	100	7.406082e-02	2.438661e-02	5000
187	100	7.326690e-02	2.428123e-02	5000
188	100	7.173592e-02	2.387033e-02	5000
189	100	7.079823e-02	2.363973e-02	5000
190	100	6.899780e-02	2.300842e-02	5000
191	100	6.797874e-02	2.273467e-02	5000
192	100	6.722692e-02	2.261823e-02	5000
193	100	6.654694e-02	2.254334e-02	5000
194	100	6.579080e-02	2.236856e-02	5000
195	100	6.464289e-02	2.211921e-02	5000
196	100	6.403087e-02	2.196652e-02	5000
197	100	6.387205e-02	2.202384e-02	5000
198	100	6.274946e-02	2.160566e-02	5000
199	100	6.155248e-02	2.127348e-02	5000
200	100	6.083278e-02	2.107062e-02	5000
201	100	6.024825e-02	2.086343e-02	5000
