t	PopSize	m_Het	s2_Het	n_Het
359	100	2.195400e-04	8.355464e-05	5000
360	100	2.145800e-04	7.675875e-05	5000
361	100	2.058700e-04	7.136443e-05	5000
362	100	1.940400e-04	6.297905e-05	5000
363	100	1.655000e-04	4.670758e-05	5000
364	100	9.603000e-05	1.615582e-05	5000
365	100	1.020600e-04	2.076106e-05	5000
366	100	1.142900e-04	3.345423e-05	5000
367	100	1.190600e-04	3.803060e-05	5000
368	100	1.046700e-04	3.121662e-05	5000
369	100	1.164600e-04	3.522792e-05	5000
370	100	1.307100e-04	4.328269e-05	5000
371	100	1.287900e-04	4.174568e-05	5000
372	100	1.639900e-04	7.045720e-05	5000
373	100	1.572600e-04	6.617502e-05	5000
374	100	1.708300e-04	7.506736e-05	5000
375	100	1.788400e-04	8.106296e-05	5000
376	100	1.847500e-04	8.588977e-05	5000
377	100	1.853500e-04	8.618697e-05	5000
378	100	1.860600e-04	8.698017e-05	5000
379	100	1.611100e-04	6.761933e-05	5000
380	100	1.421500e-04	5.882269e-05	5000
381	100	1.503600e-04	6.235691e-05	5000
382	100	1.590000e-04	6.339240e-05	5000
383	100	1.795900e-04	8.095118e-05	5000
384	100	1.712700e-04	7.348905e-05	5000
385	100	1.630000e-04	6.754580e-05	5000
386	100	1.691500e-04	7.263564e-05	5000
387	100	1.577400e-04	6.665376e-05	5000
388	100	1.695800e-04	7.304569e-05	5000
389	100	1.450800e-04	6.006438e-05	5000
390	100	1.475200e-04	6.094940e-05	5000
391	100	1.614000e-04	6.877600e-05	5000
392	100	1.537600e-04	6.443993e-05	5000
393	100	1.342300e-04	5.574662e-05	5000
394	100	1.507000e-04	6.203754e-05	5000
395	100	1.601200e-04	6.750640e-05	5000
396	100	1.607500e-04	6.812923e-05	5000
397	100	1.243500e-04	4.730373e-05	5000
398	100	1.405100e-04	5.637433e-05	5000
399	100	1.338700e-04	5.251003e-05	5000
400	100	1.743900e-04	7.644424e-05	5000
401	100	1.911600e-04	9.145408e-05	5000
402	100	1.870300e-04	8.785240e-05	5000
403	100	1.789500e-04	8.082247e-05	5000
404	100	1.575900e-04	6.650391e-05	5000
405	100	1.567000e-04	6.178976e-05	5000
406	100	1.660700e-04	7.134506e-05	5000
407	100	1.498300e-04	6.118612e-05	5000
408	100	1.386300e-04	5.536810e-05	5000
409	100	1.427100e-04	5.698015e-05	5000
410	100	1.554700e-04	6.345213e-05	5000
411	100	1.227000e-04	3.977442e-05	5000
412	100	1.239600e-04	3.961336e-05	5000
413	100	9.958000e-05	2.715756e-05	5000
414	100	6.264000e-05	1.368126e-05	5000
415	100	7.632000e-05	1.699303e-05	5000
416	100	5.350000e-05	1.004477e-05	5000
417	100	3.143000e-05	4.353251e-06	5000
418	100	1.719000e-05	1.477480e-06	5000
419	100	3.276000e-05	5.366088e-06	5000
420	100	5.775000e-05	1.667531e-05	5000
421	100	4.375000e-05	9.570312e-06	5000
422	100	3.600000e-05	6.480000e-06	5000
423	100	2.079000e-05	2.161120e-06	5000
424	100	3.276000e-05	5.366088e-06	5000
425	100	2.256000e-05	2.544768e-06	5000
426	100	1.536000e-05	1.179648e-06	5000
427	100	1.351000e-05	9.126005e-07	5000
