t	PopSize	m_Het	s2_Het	n_Het
230	500	7.937197e-01	4.054115e-03	5000
231	500	7.929579e-01	4.052830e-03	5000
232	500	7.923070e-01	4.040869e-03	5000
233	500	7.913752e-01	4.109681e-03	5000
234	500	7.906294e-01	4.155906e-03	5000
235	500	7.896940e-01	4.208285e-03	5000
236	500	7.889721e-01	4.237288e-03	5000
237	500	7.881986e-01	4.297128e-03	5000
238	500	7.872958e-01	4.395114e-03	5000
239	500	7.865070e-01	4.460678e-03	5000
240	500	7.857156e-01	4.517542e-03	5000
241	500	7.850169e-01	4.585369e-03	5000
242	500	7.843073e-01	4.608708e-03	5000
243	500	7.836017e-01	4.641563e-03	5000
244	500	7.827826e-01	4.684133e-03	5000
245	500	7.820437e-01	4.764956e-03	5000
246	500	7.811148e-01	4.818835e-03	5000
247	500	7.803215e-01	4.855582e-03	5000
248	500	7.794454e-01	4.921263e-03	5000
249	500	7.786753e-01	4.987443e-03	5000
250	500	7.778453e-01	5.048755e-03	5000
251	500	7.771374e-01	5.062895e-03	5000
252	500	7.764886e-01	5.096693e-03	5000
253	500	7.754959e-01	5.141198e-03	5000
254	500	7.748373e-01	5.182222e-03	5000
255	500	7.740390e-01	5.208241e-03	5000
256	500	7.733123e-01	5.222980e-03	5000
257	500	7.725019e-01	5.283921e-03	5000
258	500	7.716977e-01	5.364449e-03	5000
259	500	7.711227e-01	5.372948e-03	5000
260	500	7.703491e-01	5.464419e-03	5000
261	500	7.697598e-01	5.475481e-03	5000
262	500	7.689161e-01	5.526067e-03	5000
263	500	7.681904e-01	5.621899e-03	5000
264	500	7.675654e-01	5.622795e-03	5000
265	500	7.667589e-01	5.721379e-03	5000
266	500	7.658836e-01	5.786475e-03	5000
267	500	7.650706e-01	5.868890e-03	5000
268	500	7.640983e-01	5.954905e-03	5000
269	500	7.633586e-01	5.992468e-03	5000
270	500	7.624979e-01	6.040312e-03	5000
271	500	7.616697e-01	6.119561e-03	5000
272	500	7.609163e-01	6.196042e-03	5000
273	500	7.602746e-01	6.195045e-03	5000
274	500	7.594949e-01	6.269937e-03	5000
275	500	7.587307e-01	6.314053e-03	5000
276	500	7.578782e-01	6.398711e-03	5000
277	500	7.570363e-01	6.405705e-03	5000
278	500	7.561489e-01	6.491022e-03	5000
279	500	7.554259e-01	6.555149e-03	5000
280	500	7.546410e-01	6.587649e-03	5000
281	500	7.540066e-01	6.664108e-03	5000
282	500	7.531928e-01	6.725423e-03	5000
283	500	7.523615e-01	6.791143e-03	5000
284	500	7.516255e-01	6.823383e-03	5000
285	500	7.509850e-01	6.857244e-03	5000
286	500	7.502790e-01	6.921889e-03	5000
287	500	7.496430e-01	6.971575e-03	5000
288	500	7.488982e-01	7.030949e-03	5000
289	500	7.481834e-01	7.054103e-03	5000
290	500	7.472808e-01	7.120661e-03	5000
291	500	7.465094e-01	7.128589e-03	5000
292	500	7.457439e-01	7.197775e-03	5000
293	500	7.452508e-01	7.185173e-03	5000
294	500	7.444914e-01	7.259371e-03	5000
295	500	7.436005e-01	7.337591e-03	5000
296	500	7.429633e-01	7.395404e-03	5000
297	500	7.422936e-01	7.403440e-03	5000
298	500	7.416717e-01	7.489273e-03	5000
299	500	7.409310e-01	7.606063e-03	5000
300	500	7.402343e-01	7.668060e-03	5000
