t	PopSize	m_Het	s2_Het	n_Het
0	50	9.900000e-01	2.972823e-13	5000
1	50	9.801240e-01	1.956585e-06	5000
2	50	9.702666e-01	9.644816e-06	5000
3	50	9.606014e-01	2.627663e-05	5000
4	50	9.510874e-01	5.225298e-05	5000
5	50	9.415803e-01	9.627777e-05	5000
6	50	9.320958e-01	1.500476e-04	5000
7	50	9.227083e-01	2.279628e-04	5000
8	50	9.134060e-01	3.246094e-04	5000
9	50	9.040155e-01	4.497834e-04	5000
10	50	8.950810e-01	5.786419e-04	5000
11	50	8.863498e-01	7.154327e-04	5000
12	50	8.774208e-01	9.384909e-04	5000
13	50	8.689234e-01	1.101313e-03	5000
14	50	8.602681e-01	1.325518e-03	5000
15	50	8.513316e-01	1.609501e-03	5000
16	50	8.434215e-01	1.833402e-03	5000
17	50	8.352552e-01	2.050661e-03	5000
18	50	8.265032e-01	2.486144e-03	5000
19	50	8.181999e-01	2.829450e-03	5000
20	50	8.098005e-01	3.183908e-03	5000
21	50	8.019037e-01	3.572508e-03	5000
22	50	7.935946e-01	3.894120e-03	5000
23	50	7.852171e-01	4.279613e-03	5000
24	50	7.774250e-01	4.806330e-03	5000
25	50	7.697338e-01	5.246001e-03	5000
26	50	7.621542e-01	5.710916e-03	5000
27	50	7.543735e-01	6.202920e-03	5000
28	50	7.462575e-01	6.766206e-03	5000
29	50	7.388277e-01	7.237556e-03	5000
30	50	7.319616e-01	7.775811e-03	5000
31	50	7.245246e-01	8.399380e-03	5000
32	50	7.165372e-01	9.002650e-03	5000
33	50	7.093649e-01	9.699324e-03	5000
34	50	7.023765e-01	1.031730e-02	5000
35	50	6.957532e-01	1.071273e-02	5000
36	50	6.885861e-01	1.139915e-02	5000
37	50	6.820706e-01	1.202588e-02	5000
38	50	6.741991e-01	1.291120e-02	5000
39	50	6.672571e-01	1.354194e-02	5000
40	50	6.605922e-01	1.398172e-02	5000
41	50	6.538766e-01	1.482206e-02	5000
42	50	6.476682e-01	1.545313e-02	5000
43	50	6.409449e-01	1.617844e-02	5000
44	50	6.344716e-01	1.684978e-02	5000
45	50	6.281430e-01	1.751313e-02	5000
46	50	6.217354e-01	1.843074e-02	5000
47	50	6.153815e-01	1.897934e-02	5000
48	50	6.095672e-01	1.939583e-02	5000
49	50	6.037142e-01	1.995885e-02	5000
50	50	5.970836e-01	2.045361e-02	5000
51	50	5.906718e-01	2.111302e-02	5000
52	50	5.849892e-01	2.173047e-02	5000
53	50	5.788242e-01	2.248859e-02	5000
54	50	5.722728e-01	2.304676e-02	5000
55	50	5.664360e-01	2.394140e-02	5000
56	50	5.598760e-01	2.489528e-02	5000
57	50	5.546494e-01	2.581497e-02	5000
58	50	5.494836e-01	2.658009e-02	5000
59	50	5.437420e-01	2.722498e-02	5000
60	50	5.393220e-01	2.767555e-02	5000
61	50	5.335189e-01	2.853918e-02	5000
62	50	5.279217e-01	2.901153e-02	5000
63	50	5.238928e-01	2.948894e-02	5000
64	50	5.192456e-01	2.987276e-02	5000
