t	PopSize	m_Het	s2_Het	n_Het
0	100	9.950000e-01	2.125005e-13	5000
1	100	9.900529e-01	2.487520e-07	5000
2	100	9.851392e-01	1.284013e-06	5000
3	100	9.802185e-01	3.381617e-06	5000
4	100	9.753669e-01	6.843151e-06	5000
5	100	9.705705e-01	1.232087e-05	5000
6	100	9.657876e-01	2.021818e-05	5000
7	100	9.609727e-01	3.106305e-05	5000
8	100	9.561269e-01	4.475639e-05	5000
9	100	9.513212e-01	6.177688e-05	5000
10	100	9.466194e-01	8.025276e-05	5000
11	100	9.419143e-01	1.048586e-04	5000
12	100	9.370975e-01	1.303109e-04	5000
13	100	9.324855e-01	1.607159e-04	5000
14	100	9.278113e-01	1.977420e-04	5000
15	100	9.230790e-01	2.441184e-04	5000
16	100	9.185996e-01	2.873321e-04	5000
17	100	9.138799e-01	3.464136e-04	5000
18	100	9.093451e-01	4.046654e-04	5000
19	100	9.047026e-01	4.749776e-04	5000
20	100	9.002257e-01	5.344240e-04	5000
21	100	8.960243e-01	5.811513e-04	5000
22	100	8.913931e-01	6.628138e-04	5000
23	100	8.871871e-01	7.360636e-04	5000
24	100	8.827141e-01	8.334262e-04	5000
25	100	8.782777e-01	9.398300e-04	5000
26	100	8.739316e-01	1.027165e-03	5000
27	100	8.696704e-01	1.110143e-03	5000
28	100	8.650342e-01	1.236080e-03	5000
29	100	8.605854e-01	1.364975e-03	5000
30	100	8.560475e-01	1.536946e-03	5000
31	100	8.519862e-01	1.650715e-03	5000
32	100	8.474254e-01	1.803372e-03	5000
33	100	8.429915e-01	1.983239e-03	5000
34	100	8.387668e-01	2.117233e-03	5000
35	100	8.345168e-01	2.253608e-03	5000
36	100	8.302503e-01	2.406106e-03	5000
37	100	8.261954e-01	2.591589e-03	5000
38	100	8.219804e-01	2.790137e-03	5000
39	100	8.180951e-01	2.948222e-03	5000
40	100	8.141518e-01	3.060724e-03	5000
41	100	8.098480e-01	3.235347e-03	5000
42	100	8.058570e-01	3.418963e-03	5000
43	100	8.021286e-01	3.621860e-03	5000
44	100	7.983634e-01	3.790240e-03	5000
45	100	7.940178e-01	4.002043e-03	5000
46	100	7.903729e-01	4.211939e-03	5000
47	100	7.865664e-01	4.350212e-03	5000
48	100	7.825607e-01	4.539796e-03	5000
49	100	7.786927e-01	4.819022e-03	5000
50	100	7.752302e-01	4.933011e-03	5000
51	100	7.715681e-01	5.155417e-03	5000
52	100	7.673853e-01	5.407740e-03	5000
53	100	7.632149e-01	5.665253e-03	5000
54	100	7.592948e-01	5.952744e-03	5000
55	100	7.553123e-01	6.302941e-03	5000
56	100	7.515635e-01	6.621290e-03	5000
57	100	7.476208e-01	6.991582e-03	5000
58	100	7.436500e-01	7.273481e-03	5000
59	100	7.397836e-01	7.605967e-03	5000
60	100	7.363361e-01	7.850803e-03	5000
61	100	7.329080e-01	8.147539e-03	5000
62	100	7.293021e-01	8.323475e-03	5000
63	100	7.258286e-01	8.645442e-03	5000
